"NIT","RAZON SOCIAL","AÑO","MES","MUNICIPIO","ESTRATO","No. SUSCRIPTORES ACUEDUCTO","CONSUMO M3 ACUEDUCTO","PROMEDIO CONSUMO ACUEDUCTO","No. SUSCRIPTORES ALCANTARILLADO","CONSUMO M3 ALCANTARILLADO","PROMEDIO CONSUMO ALCANTARILLADO"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SALAMINA","Estrato1","1.001","7.911","7.9","831","7.559","9.1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SALAMINA","Estrato2","1.676","14.773","8.81","1.468","14.397","9.81"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SALAMINA","Estrato3","787","8.182","10.4","752","8.156","10.85"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SALAMINA","Estrato4","16","222","13.88","16","222","13.88"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SALAMINA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SALAMINA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SALAMINA","Industrial","1","2","2","1","2","2"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SALAMINA","Comercial","285","2.197","7.71","254","2.115","8.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SALAMINA","Publico / Oficial","55","2.21","40.18","49","2.21","45.1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAMANA","Estrato1","545","4.217","7.74","287","2.432","8.47"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAMANA","Estrato2","800","7.083","8.85","704","6.175","8.77"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAMANA","Estrato3","391","4.672","11.95","376","4.595","12.22"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAMANA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAMANA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAMANA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAMANA","Industrial","1","1","1","1","1","1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAMANA","Comercial","171","2.012","11.77","156","1.818","11.65"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAMANA","Publico / Oficial","29","1.243","42.86","23","840","36.52"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAN JOSE","Estrato1","298","2.821","9.47","90","692","7.69"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAN JOSE","Estrato2","447","3.874","8.67","291","2.32","7.97"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAN JOSE","Estrato3","54","327","6.06","32","108","3.38"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAN JOSE","Estrato4","3","16","5.33","1","10","10"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAN JOSE","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAN JOSE","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAN JOSE","Industrial","1","1","1","1","1","1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAN JOSE","Comercial","69","231","3.35","54","202","3.74"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SAN JOSE","Publico / Oficial","25","257","10.28","14","123","8.79"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SUPIA","Estrato1","110","1.024","9.31","42","560","13.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SUPIA","Estrato2","2.451","32.272","13.17","2.18","28.408","13.03"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SUPIA","Estrato3","1.677","24.774","14.77","1.371","18.763","13.69"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SUPIA","Estrato4","21","1.14","54.29","9","192","21.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SUPIA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SUPIA","Estrato6","9","149","16.56","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SUPIA","Industrial","1","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SUPIA","Comercial","286","7.585","26.52","230","3.605","15.67"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","SUPIA","Publico / Oficial","59","1.954","33.12","49","1.613","32.92"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VICTORIA","Estrato1","616","5.386","8.74","446","3.969","8.9"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VICTORIA","Estrato2","514","5.301","10.31","448","4.965","11.08"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VICTORIA","Estrato3","253","3.077","12.16","238","3.032","12.74"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VICTORIA","Estrato4","5","48","9.6","5","48","9.6"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VICTORIA","Estrato5","1","116","116","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VICTORIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VICTORIA","Industrial","5","4","0.8","4","4","1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VICTORIA","Comercial","117","822","7.03","98","677","6.91"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VICTORIA","Publico / Oficial","22","710","32.27","15","537","35.8"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VITERBO","Estrato1","872","12.807","14.69","798","12.154","15.23"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VITERBO","Estrato2","1.159","16.858","14.55","1.083","16.261","15.01"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VITERBO","Estrato3","1.204","18.266","15.17","1.097","17.284","15.76"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VITERBO","Estrato4","294","6.257","21.28","6","54","9"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VITERBO","Estrato5","11","203","18.45","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VITERBO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VITERBO","Industrial","3","3","1","2","3","1.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VITERBO","Comercial","227","2.496","11","188","2.077","11.05"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","ENERO","VITERBO","Publico / Oficial","40","1.716","42.9","34","916","26.94"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","AGUADAS","Estrato1","1.045","6.856","6.56","851","5.999","7.05"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","AGUADAS","Estrato2","1.989","15.039","7.56","1.782","14.243","7.99"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","AGUADAS","Estrato3","437","3.931","9","419","3.792","9.05"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","AGUADAS","Estrato4","20","128","6.4","16","125","7.81"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","AGUADAS","Estrato5","1","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","AGUADAS","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","AGUADAS","Industrial","3","28","9.33","1","28","28"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","AGUADAS","Comercial","361","3.025","8.38","327","2.927","8.95"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","AGUADAS","Publico / Oficial","47","3.127","66.53","37","3.013","81.43"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ANSERMA","Estrato1","1.3","10.728","8.25","1.084","9.939","9.17"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ANSERMA","Estrato2","1.638","14.077","8.59","1.507","13.786","9.15"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ANSERMA","Estrato3","2.962","25.26","8.53","2.842","25.155","8.85"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ANSERMA","Estrato4","146","1.309","8.97","143","1.309","9.15"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ANSERMA","Estrato5","4","85","21.25","1","45","45"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ANSERMA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ANSERMA","Industrial","1","2","2","1","2","2"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ANSERMA","Comercial","558","3.901","6.99","494","3.731","7.55"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ANSERMA","Publico / Oficial","55","3.141","57.11","43","2.039","47.42"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARAUCA","Estrato1","731","6.748","9.23","546","5.844","10.7"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARAUCA","Estrato2","703","8.739","12.43","600","7.933","13.22"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARAUCA","Estrato3","41","568","13.85","40","568","14.2"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARAUCA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARAUCA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARAUCA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARAUCA","Industrial","1","4","4","1","4","4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARAUCA","Comercial","93","829","8.91","82","800","9.76"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARAUCA","Publico / Oficial","16","1.067","66.69","10","651","65.1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARMA","Estrato1","52","442","8.5","29","321","11.07"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARMA","Estrato2","371","2.661","7.17","264","2.245","8.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARMA","Estrato3","45","455","10.11","28","247","8.82"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARMA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARMA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARMA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARMA","Industrial","1","0","0","1",,"0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARMA","Comercial","95","685","7.21","37","149","4.03"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","ARMA","Publico / Oficial","11","322","29.27","6","301","50.17"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","BELALCAZAR","Estrato1","425","4.339","10.21","308","3.046","9.89"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","BELALCAZAR","Estrato2","635","6.802","10.71","494","5.011","10.14"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","BELALCAZAR","Estrato3","341","3.258","9.55","318","3.032","9.53"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","BELALCAZAR","Estrato4","4","71","17.75","2","44","22"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","BELALCAZAR","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","BELALCAZAR","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","BELALCAZAR","Industrial","1","10","10","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","BELALCAZAR","Comercial","117","1.181","10.09","93","905","9.73"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","BELALCAZAR","Publico / Oficial","25","487","19.48","21","460","21.9"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","CHINCHINA","Estrato1","1.552","21.981","14.16","1.415","20.507","14.49"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","CHINCHINA","Estrato2","4.511","68.003","15.07","4.211","63.965","15.19"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","CHINCHINA","Estrato3","3.022","45.248","14.97","2.96","45.062","15.22"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","CHINCHINA","Estrato4","1.627","23.939","14.71","1.602","23.838","14.88"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","CHINCHINA","Estrato5","182","3.009","16.53","175","2.693","15.39"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","CHINCHINA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","CHINCHINA","Industrial","10","86.768","8,676.8","6","72.396","12,066"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","CHINCHINA","Comercial","917","13.877","15.13","783","12.013","15.34"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","CHINCHINA","Publico / Oficial","79","8.268","104.66","69","8.195","118.77"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","FILADELFIA","Estrato1","273","1.902","6.97","198","1.569","7.92"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","FILADELFIA","Estrato2","615","4.357","7.08","541","3.934","7.27"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","FILADELFIA","Estrato3","527","3.689","7","498","3.683","7.4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","FILADELFIA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","FILADELFIA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","FILADELFIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","FILADELFIA","Industrial","0","0","0","1",,"0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","FILADELFIA","Comercial","108","477","4.42","87","476","5.47"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","FILADELFIA","Publico / Oficial","17","868","51.06","20","720","36"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","GUARINOCITO","Estrato1","215","2.176","10.12","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","GUARINOCITO","Estrato2","549","8.201","14.94","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","GUARINOCITO","Estrato3","17","683","40.18","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","GUARINOCITO","Estrato4","3","157","52.33","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","GUARINOCITO","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","GUARINOCITO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","GUARINOCITO","Industrial","2","32","16","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","GUARINOCITO","Comercial","86","4.058","47.19","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","GUARINOCITO","Publico / Oficial","10","411","41.1","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","KILOMETRO 41","Estrato1","141","1.223","8.67","28","287","10.25"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","KILOMETRO 41","Estrato2","277","3.218","11.62","199","2.108","10.59"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,015","FEBRERO","KILOMETRO 41","Estrato3","49","711","14.51","16","125","7.81"
