AÑO,Mes,Tipo de Estado,Categoria,DESCRIPCION,VALOR
2022,12,Estado de Resultados,GASTOS,"PROVISIONES,AGOTAM. Y DEPRECIACIONES",1850251703.83
2022,12,Estado de Resultados,GASTOS,DETERIORO DE PRESTAMOS POR COBRAR,1523930616.74
2022,12,Estado de Resultados,GASTOS,PRESTAMOS CONCEDIDOS,1523930616.74
2022,12,Estado de Resultados,GASTOS,"DEPRECIACION DE PROPIEDADES, PLANTA Y EQUIPO",317634686.45
2022,12,Estado de Resultados,GASTOS,EDIFICACIONES,82242558.84
2022,12,Estado de Resultados,GASTOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",85299076.32
2022,12,Estado de Resultados,GASTOS,EQUIPOS DE COMUNICACION Y COMPUTACION,150093051.29
2022,12,Estado de Resultados,GASTOS,AMORTIZACION DE ACTIVOS INTANGIBLES,8686400.64
2022,12,Estado de Resultados,GASTOS,LICENCIAS,8686400.64
2022,12,Estado de Resultados,GASTOS,OTROS GASTOS,2693656396.23
2022,12,Estado de Resultados,GASTOS,FINANCIEROS,2402738072.69
2022,12,Estado de Resultados,GASTOS,INTERESES SOBRE DEPOSITOS Y EXIGIBILIDADES,2386056370
2022,12,Estado de Resultados,GASTOS,INTERESES CREDITOS DE REDESCUENTO,13433933
2022,12,Estado de Resultados,GASTOS,OTROS GASTOS FINANCIEROS,3247769.69
2022,12,Estado de Resultados,GASTOS,PÉRDIDAS APLIC MÉTOD PART PATRIM INVERS ASOCIADAS,240652751.54
2022,12,Estado de Resultados,GASTOS,ENTIDADES PRIVADAS,240652751.54
2022,12,Estado de Resultados,GASTOS,GASTOS DIVERSOS,50265572
2022,12,Estado de Resultados,GASTOS,LAUDOS ARBITRALES Y CONCILIACIONES EXTRAJUDICIALES,50265572
2022,12,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,16959515154.41
2022,12,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,16959515154.41
2022,12,Estado de Resultados,GASTOS,Cierre de ingresos gastos y costos,16959515154.41
2023,12,Estado de Resultados,INGRESOS,INGRESOS,61383964193.5
2023,12,Estado de Resultados,INGRESOS,VENTA DE SERVICIOS,44530612265.52
2023,12,Estado de Resultados,INGRESOS,OTROS SERVICIOS,44530612265.52
2023,12,Estado de Resultados,INGRESOS,OTROS SERVICIOS,44530612265.52
2023,12,Estado de Resultados,INGRESOS,OTROS INGRESOS,16853351927.98
2023,12,Estado de Resultados,INGRESOS,FINANCIEROS,16705127614.48
2023,12,Estado de Resultados,INGRESOS,INTERESES SOBRE DEPOSITOS EN INST. FINANCIERAS,14528134795.72
2023,12,Estado de Resultados,INGRESOS,INT. DIVID. Y PARTIC. DE INVER. DE ADMON LIQUIDEZ,2176463735.76
2023,12,Estado de Resultados,INGRESOS,COMISIONES,529083
2023,12,Estado de Resultados,INGRESOS,OTROS INGRESOS ORDINARIOS,33381765.97
2023,12,Estado de Resultados,INGRESOS,REINTEGROS,33380117.75
2023,12,Estado de Resultados,INGRESOS,OTROS INGRESOS DIVERSOS,1648.22
2023,12,Estado de Resultados,INGRESOS,REVERSION DEL DETERIORO DEL VALOR,114842547.53
2023,12,Estado de Resultados,INGRESOS,PRESTAMOS POR COBRAR,114842547.53
2023,12,Estado de Resultados,GASTOS,GASTOS,61383964193.5
2023,12,Estado de Resultados,GASTOS,ADMINISTRACION,12532409942.09
2023,12,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,2029590616
2023,12,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,1925377864
2023,12,Estado de Resultados,GASTOS,GASTOS DE REPRESENTACION,104212752
2023,12,Estado de Resultados,GASTOS,CONTRIBUCIONES IMPUTADAS,19087572
2023,12,Estado de Resultados,GASTOS,OTRAS CONTRIBUCIONES  IMPUTADAS,19087572
2023,12,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,583928980
2023,12,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,113400100
2023,12,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,190673345
2023,12,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,10828300
2023,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMIT. DE PRIMA,239622987
2023,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI.DEL REGIME,29404248
2023,12,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,141587000
2023,12,Estado de Resultados,GASTOS,APORTES AL I.C.B.F,84948400
2023,12,Estado de Resultados,GASTOS,APORTES AL SENA,56638600
2023,12,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,1250295827
2023,12,Estado de Resultados,GASTOS,VACACIONES,169209457
2023,12,Estado de Resultados,GASTOS,CESANTIAS,469187957
2023,12,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,21500483
2023,12,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,115105981
2023,12,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,210706324
2023,12,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,94865322
2023,12,Estado de Resultados,GASTOS,OTRAS PRIMAS,103565711
2023,12,Estado de Resultados,GASTOS,OTRAS PRESTACIONES,66154592
2023,12,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,738830170.5
2023,12,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",689902767.5
2023,12,Estado de Resultados,GASTOS,VIATICOS,34032528
2023,12,Estado de Resultados,GASTOS,OTROS GASTOS DE PERSONAL DIVERSO,14894875
2023,12,Estado de Resultados,GASTOS,GASTOS GENERALES,7182189831.59
2023,12,Estado de Resultados,GASTOS,ESTUDIOS Y PROYECTOS,5314908097
2023,12,Estado de Resultados,GASTOS,VIGILANCIA Y SEGURIDAD,209820941.7
2023,12,Estado de Resultados,GASTOS,MATERIALES Y SUMINISTROS,53995725
2023,12,Estado de Resultados,GASTOS,MANTENIMIENTOS,82420483.53
2023,12,Estado de Resultados,GASTOS,SERVICIOS PUBLICOS,41281817.27
2023,12,Estado de Resultados,GASTOS,ARRENDAMIENTOS,87673448.94
2023,12,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,14705031
2023,12,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,71091370.92
2023,12,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,24783497.19
2023,12,Estado de Resultados,GASTOS,SEGUROS EN GENERAL,110738330
2023,12,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,1882035.88
2023,12,Estado de Resultados,GASTOS,SERVICIO DE CAFETERIA ELEMENTOS DE ASEO,25042212
2023,12,Estado de Resultados,GASTOS,GASTOS LEGALES,270756
2023,12,Estado de Resultados,GASTOS,HONORARIOS,1143576085.16
2023,12,Estado de Resultados,GASTOS,IMPUESTOS CONTRIBUCIONES Y TASAS,586899945
2023,12,Estado de Resultados,GASTOS,CUOTA DE FISCALIZACION Y AUDITAJE,71609292
2023,12,Estado de Resultados,GASTOS,SANCIONES,1406539
2023,12,Estado de Resultados,GASTOS,OTROS IMPUESTOS Y CONTRIBUCIONES,513884114
2023,12,Estado de Resultados,GASTOS,DE OPERACION,16216088168.53
2023,12,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,2091352751
2023,12,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,1762851927
2023,12,Estado de Resultados,GASTOS,ESTIMULOS A LA EFICIENCIA,328500824
2023,12,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,498423129
2023,12,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,95192500
2023,12,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,163329405
2023,12,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,9324300
2023,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DE PRIMAS,195639605
2023,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DEL REGIM,34937319
2023,12,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,118998000
2023,12,Estado de Resultados,GASTOS,APORTES AL I.C.B.F.,71395800
2023,12,Estado de Resultados,GASTOS,APORTES AL SENA,47602200
2023,12,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,1181869776
2023,12,Estado de Resultados,GASTOS,VACACIONES,155159280
2023,12,Estado de Resultados,GASTOS,CESANTIAS,515333473
2023,12,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,14073829
2023,12,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,95563190
2023,12,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,178125978
2023,12,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,81774868
2023,12,Estado de Resultados,GASTOS,OTRAS PRIMAS,86400959
2023,12,Estado de Resultados,GASTOS,OTRAS PRESTACIONES SOCIALES,55438199
2023,12,Estado de Resultados,GASTOS,GASTOS GENERALES,10767502131.03
2023,12,Estado de Resultados,GASTOS,VIGILANCIA Y SEGURIDAD,489582199.3
2023,12,Estado de Resultados,GASTOS,MANTENIMIENTO,1120000
2023,12,Estado de Resultados,GASTOS,SERVICIOS PUBLICOS,96324260.77
2023,12,Estado de Resultados,GASTOS,ARRENDAMIENTOS,204571379.54
2023,12,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,28644539
2023,12,Estado de Resultados,GASTOS,PUBLICIDAD Y PROPAGANDA,5639934949
2023,12,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,185559278.11
2023,12,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,56018954.09
2023,12,Estado de Resultados,GASTOS,SEGUROS EN GENERAL,258389435
2023,12,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,5316337.38
2023,12,Estado de Resultados,GASTOS,HONORARIOS,3802040798.84
2023,12,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,1557942381.5
2023,12,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",1525641265.5
2023,12,Estado de Resultados,GASTOS,VIATICOS,21740330
2023,12,Estado de Resultados,GASTOS,OTROS GASTOS PERSONAL DIVERSOS,10560786
2023,12,Estado de Resultados,GASTOS,"PROVISIONES,AGOTAM. Y DEPRECIACIONES",1794573355.08
2023,12,Estado de Resultados,GASTOS,DETERIORO DE INVERSIONES,195611039.99
2023,12,Estado de Resultados,GASTOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,195611039.99
2023,12,Estado de Resultados,GASTOS,DETERIORO DE PRESTAMOS POR COBRAR,1214110779.49
2023,12,Estado de Resultados,GASTOS,PRESTAMOS CONCEDIDOS,1214110779.49
2023,12,Estado de Resultados,GASTOS,"DEPRECIACION DE PROPIEDADES, PLANTA Y EQUIPO",376165134.96
2023,12,Estado de Resultados,GASTOS,EDIFICACIONES,82242558.84
2023,12,Estado de Resultados,GASTOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",106723928.21
2023,12,Estado de Resultados,GASTOS,EQUIPOS DE COMUNICACION Y COMPUTACION,145477000.27
2023,12,Estado de Resultados,GASTOS,"EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION",41721647.64
2023,12,Estado de Resultados,GASTOS,AMORTIZACION DE ACTIVOS INTANGIBLES,8686400.64
2023,12,Estado de Resultados,GASTOS,LICENCIAS,8686400.64
2023,12,Estado de Resultados,GASTOS,OTROS GASTOS,4499324118.22
2023,12,Estado de Resultados,GASTOS,FINANCIEROS,3474047441.04
2023,12,Estado de Resultados,GASTOS,INTERESES SOBRE DEPOSITOS Y EXIGIBILIDADES,3443712957
2023,12,Estado de Resultados,GASTOS,INTERESES CREDITOS DE REDESCUENTO,27024151
2023,12,Estado de Resultados,GASTOS,OTROS GASTOS FINANCIEROS,3310333.04
2023,12,Estado de Resultados,GASTOS,PÉRDIDAS APLIC MÉTOD PART PATRIM INVERS ASOCIADAS,1021145313.54
2023,12,Estado de Resultados,GASTOS,ENTIDADES PRIVADAS,1021145313.54
2023,12,Estado de Resultados,GASTOS,GASTOS DIVERSOS,4131363.64
2023,12,Estado de Resultados,GASTOS,OTROS GASTOS DIVERSOS,4131363.64
2023,12,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,26341568609.58
2023,12,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,26341568609.58
2023,12,Estado de Resultados,GASTOS,Cierre de ingresos gastos y costos,26341568609.58
2024,12,Estado de Resultados,INGRESOS,INGRESOS,55877745585.33
2024,12,Estado de Resultados,INGRESOS,VENTA DE SERVICIOS,36699342547
2024,12,Estado de Resultados,INGRESOS,OTROS SERVICIOS,36699342547
2024,12,Estado de Resultados,INGRESOS,OTROS SERVICIOS,36699342547
2024,12,Estado de Resultados,INGRESOS,OTROS INGRESOS,19178403038.33
2024,12,Estado de Resultados,INGRESOS,FINANCIEROS,17819935465.86
2024,12,Estado de Resultados,INGRESOS,INTERESES SOBRE DEPOSITOS EN INST. FINANCIERAS,16175001257.13
2024,12,Estado de Resultados,INGRESOS,INT. DIVID. Y PARTIC. INVERSIONES ADMON LIQUIDEZ,1644934208.73
2024,12,Estado de Resultados,INGRESOS,OTROS INGRESOS ORDINARIOS,139859628
2024,12,Estado de Resultados,INGRESOS,COSTAS PROCESALES A FAVOR DE LA ENTIDAD,6842978
2024,12,Estado de Resultados,INGRESOS,REINTEGROS,133018492
2024,12,Estado de Resultados,INGRESOS,OTROS INGRESOS DIVERSOS,-1842
2024,12,Estado de Resultados,INGRESOS,REVERSION DEL DETERIORO DEL VALOR,1218607944.47
2024,12,Estado de Resultados,INGRESOS,PRESTAMOS POR COBRAR,1218607944.47
2024,12,Estado de Resultados,GASTOS,GASTOS,55877745585.33
2024,12,Estado de Resultados,GASTOS,ADMINISTRACION,15911751874.61
2024,12,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,2113600151
2024,12,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,2003377040
2024,12,Estado de Resultados,GASTOS,GASTOS DE REPRESENTACION,110223111
2024,12,Estado de Resultados,GASTOS,CONTRIBUCIONES IMPUTADAS,20858894
2024,12,Estado de Resultados,GASTOS,OTRAS CONTRIBUCIONES  IMPUTADAS,20858894
2024,12,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,611851451
2024,12,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,113708500
2024,12,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,202388993
2024,12,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,11198700
2024,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMIT. DE PRIMA,269833915
2024,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI.DEL REGIME,14721343
2024,12,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,142147500
2024,12,Estado de Resultados,GASTOS,APORTES AL I.C.B.F,85286200
2024,12,Estado de Resultados,GASTOS,APORTES AL SENA,56861300
2024,12,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,1203499660
2024,12,Estado de Resultados,GASTOS,VACACIONES,216610590
2024,12,Estado de Resultados,GASTOS,CESANTIAS,331050991
2024,12,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,21333769
2024,12,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,118867575
2024,12,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,205957293.28
2024,12,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,127704526.72
2024,12,Estado de Resultados,GASTOS,OTRAS PRIMAS,101975980
2024,12,Estado de Resultados,GASTOS,OTRAS PRESTACIONES,79998935
2024,12,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,755748548.99
2024,12,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",709874499.99
2024,12,Estado de Resultados,GASTOS,VIATICOS,32330378
2024,12,Estado de Resultados,GASTOS,OTROS GASTOS DE PERSONAL DIVERSO,13543671
2024,12,Estado de Resultados,GASTOS,GASTOS GENERALES,10584007333.62
2024,12,Estado de Resultados,GASTOS,ESTUDIOS Y PROYECTOS,8648811863.71
2024,12,Estado de Resultados,GASTOS,MATERIALES Y SUMINISTROS,104412759.61
2024,12,Estado de Resultados,GASTOS,MANTENIMIENTOS,1037485914.7
2024,12,Estado de Resultados,GASTOS,ARRENDAMIENTOS,319406105
2024,12,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,25125597.6
2024,12,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,280000
2024,12,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,591888
2024,12,Estado de Resultados,GASTOS,SEGUROS EN GENERAL,173525216
2024,12,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,431745
2024,12,Estado de Resultados,GASTOS,GASTOS LEGALES,569581
2024,12,Estado de Resultados,GASTOS,HONORARIOS,273366663
2024,12,Estado de Resultados,GASTOS,IMPUESTOS CONTRIBUCIONES Y TASAS,480038336
2024,12,Estado de Resultados,GASTOS,CUOTA DE FISCALIZACION Y AUDITAJE,120636621
2024,12,Estado de Resultados,GASTOS,SANCIONES,4895520
2024,12,Estado de Resultados,GASTOS,OTROS IMPUESTOS Y CONTRIBUCIONES,354506195
2024,12,Estado de Resultados,GASTOS,DE OPERACION,8534523661.18
2024,12,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,1814310083
2024,12,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,1814310083
2024,12,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,516806651
2024,12,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,97363700
2024,12,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,170072920
2024,12,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,9478200
2024,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DE PRIMAS,195105788
2024,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DEL REGIM,44786043
2024,12,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,121712100
2024,12,Estado de Resultados,GASTOS,APORTES AL I.C.B.F.,73026300
2024,12,Estado de Resultados,GASTOS,APORTES AL SENA,48685800
2024,12,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,1082844724
2024,12,Estado de Resultados,GASTOS,VACACIONES,146979672
2024,12,Estado de Resultados,GASTOS,CESANTIAS,385416232
2024,12,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,16597807
2024,12,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,104214973
2024,12,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,189533344
2024,12,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,81196010
2024,12,Estado de Resultados,GASTOS,OTRAS PRIMAS,92504177
2024,12,Estado de Resultados,GASTOS,OTRAS PRESTACIONES SOCIALES,66402509
2024,12,Estado de Resultados,GASTOS,GASTOS GENERALES,4949952653.18
2024,12,Estado de Resultados,GASTOS,VIGILANCIA Y SEGURIDAD,796712029
2024,12,Estado de Resultados,GASTOS,SERVICIOS PUBLICOS,155556984.76
2024,12,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,8435280
2024,12,Estado de Resultados,GASTOS,PUBLICIDAD Y PROPAGANDA,2229611790
2024,12,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,76742071.6
2024,12,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,133285228.23
2024,12,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,14080597.59
2024,12,Estado de Resultados,GASTOS,HONORARIOS,1535528672
2024,12,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,48897450
2024,12,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",19784000
2024,12,Estado de Resultados,GASTOS,VIATICOS,18632250
2024,12,Estado de Resultados,GASTOS,OTROS GASTOS PERSONAL DIVERSOS,10481200
2024,12,Estado de Resultados,GASTOS,"PROVISIONES,AGOTAM. Y DEPRECIACIONES",1935725924.85
2024,12,Estado de Resultados,GASTOS,DETERIORO DE INVERSIONES,18359039.23
2024,12,Estado de Resultados,GASTOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,18359039.23
2024,12,Estado de Resultados,GASTOS,DETERIORO DE PRESTAMOS POR COBRAR,1274863753.84
2024,12,Estado de Resultados,GASTOS,PRESTAMOS CONCEDIDOS,1274863753.84
2024,12,Estado de Resultados,GASTOS,"DEPRECIACION DE PROPIEDADES, PLANTA Y EQUIPO",634540601.06
2024,12,Estado de Resultados,GASTOS,EDIFICACIONES,82242558.84
2024,12,Estado de Resultados,GASTOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",240815580.33
2024,12,Estado de Resultados,GASTOS,EQUIPOS DE COMUNICACION Y COMPUTACION,233099913.05
2024,12,Estado de Resultados,GASTOS,"EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION",78382548.84
2024,12,Estado de Resultados,GASTOS,AMORTIZACION DE ACTIVOS INTANGIBLES,7962530.72
2024,12,Estado de Resultados,GASTOS,LICENCIAS,7962530.72
2024,12,Estado de Resultados,GASTOS,OTROS GASTOS,8047512870.64
2024,12,Estado de Resultados,GASTOS,FINANCIEROS,7968155463.49
2024,12,Estado de Resultados,GASTOS,INTERESES SOBRE DEPOSITOS Y EXIGIBILIDADES,7965726871
2024,12,Estado de Resultados,GASTOS,OTROS GASTOS FINANCIEROS,2428592.49
2024,12,Estado de Resultados,GASTOS,PÉRDIDAS APLIC MÉTOD PART PATRIM INVERS ASOCIADAS,79357407.15
2024,12,Estado de Resultados,GASTOS,ENTIDADES PRIVADAS,79357407.15
2024,12,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,21448231254.05
2024,12,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,21448231254.05
2024,12,Estado de Resultados,GASTOS,Cierre de ingresos gastos y costos,21448231254.05
2025,6,Estado de la Situación Financiera,ACTIVOS,ACTIVOS,699408963504.39
2025,6,Estado de la Situación Financiera,ACTIVOS,EFECTIVO Y EQUIVALENTES AL EFECTIVO,319814717753.45
2025,6,Estado de la Situación Financiera,ACTIVOS,CAJA,9490000
2025,6,Estado de la Situación Financiera,ACTIVOS,CAJA MENOR,9490000
2025,6,Estado de la Situación Financiera,ACTIVOS,DEPOSITOS EN INSTITUCIONES FINANCIERAS,319805227753.45
2025,6,Estado de la Situación Financiera,ACTIVOS,CUENTA CORRIENTE,4514299.52
2025,6,Estado de la Situación Financiera,ACTIVOS,CUENTA DE AHORRO,319800713453.93
2025,6,Estado de la Situación Financiera,ACTIVOS,INVERSIONES E INSTRUMENTOS DERIVADOS,56862981603.2
2025,6,Estado de la Situación Financiera,ACTIVOS,INVERSION DE ADMON DE LIQUIDEZ A VALOR DE MERCADO,493131600
2025,6,Estado de la Situación Financiera,ACTIVOS,ENTIDADES PRIVADAS,493131600
2025,6,Estado de la Situación Financiera,ACTIVOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,13131133409.88
2025,6,Estado de la Situación Financiera,ACTIVOS,ACCIONES ORDINARIAS,13131133409.88
2025,6,Estado de la Situación Financiera,ACTIVOS,INVER EN ASOC. CONTAB POR EL METODO DE PART PATRIM,44172505557.81
2025,6,Estado de la Situación Financiera,ACTIVOS,ENTIDADES PRIVADAS,7649206346.32
2025,6,Estado de la Situación Financiera,ACTIVOS,EMPRESAS PUBLICAS SOCIETARIAS,36523299211.49
2025,6,Estado de la Situación Financiera,ACTIVOS,PROVISION PARA PROTECCION DE INVERSIONES,933788964.49
2025,6,Estado de la Situación Financiera,ACTIVOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,933788964.49
2025,6,Estado de la Situación Financiera,ACTIVOS,CUENTAS POR COBRAR,2988466364
2025,6,Estado de la Situación Financiera,ACTIVOS,OTRAS CUENTAS POR COBRAR,2988466364
2025,6,Estado de la Situación Financiera,ACTIVOS,OTRAS CUENTAS POR COBRAR,2988466364
2025,6,Estado de la Situación Financiera,ACTIVOS,DEUDORES,300603446210.9
2025,6,Estado de la Situación Financiera,ACTIVOS,PRESTAMOS CONCEDIDOS,311008369760.2
2025,6,Estado de la Situación Financiera,ACTIVOS,PRESTAMOS DE FOMENTO Y DSLLO REGIONAL,310935635767.38
2025,6,Estado de la Situación Financiera,ACTIVOS,CREDITOS A EMPLEADOS,72733992.82
2025,6,Estado de la Situación Financiera,ACTIVOS,PROVISION PARA DEUDORES (CR),10404923549.3
2025,6,Estado de la Situación Financiera,ACTIVOS,PRESTAMOS CONCEDIDOS,10404923549.3
2025,6,Estado de la Situación Financiera,ACTIVOS,"PROPIEDADES, PLANTA  Y EQUIPO",4198751219.41
2025,6,Estado de la Situación Financiera,ACTIVOS,TERRENOS,1370658107.66
2025,6,Estado de la Situación Financiera,ACTIVOS,URBANOS,1370658107.66
2025,6,Estado de la Situación Financiera,ACTIVOS,EDIFICACIONES,1728332425.32
2025,6,Estado de la Situación Financiera,ACTIVOS,OFICINAS,1728332425.32
2025,6,Estado de la Situación Financiera,ACTIVOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",1894827234.72
2025,6,Estado de la Situación Financiera,ACTIVOS,MUEBLES Y ENSERES,1606985557
2025,6,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,1656222
2025,6,Estado de la Situación Financiera,ACTIVOS,EQUIPOS Y MAQUINAS DE OFICINA,287841677.72
2025,6,Estado de la Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION Y COMPUTO,2893038053.95
2025,6,Estado de la Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION,91425400
2025,6,Estado de la Situación Financiera,ACTIVOS,EQUIPO DE COMPUTACION,2801612653.95
2025,6,Estado de la Situación Financiera,ACTIVOS,EQUIPOS DE TRANSPORTE,958100219
2025,6,Estado de la Situación Financiera,ACTIVOS,TERRESTRE,958100219
2025,6,Estado de la Situación Financiera,ACTIVOS,BIENES DE ARTE Y CULTURA,14930239.5
2025,6,Estado de la Situación Financiera,ACTIVOS,OBRAS DE ARTE,14930239.5
2025,6,Estado de la Situación Financiera,ACTIVOS,DEPRECIACION ACUMULADA,4661135060.74
2025,6,Estado de la Situación Financiera,ACTIVOS,EDIFICACIONES,864821766.28
2025,6,Estado de la Situación Financiera,ACTIVOS,MUEBLES ENSERES Y EQUIPOS DE OFICINA,1463484186.82
2025,6,Estado de la Situación Financiera,ACTIVOS,EQUIPO DE COMUNICACION Y COMPUTO,1999258903.74
2025,6,Estado de la Situación Financiera,ACTIVOS,EQUIPO DE TRANSPORTE,333570203.9
2025,6,Estado de la Situación Financiera,ACTIVOS,OTROS ACTIVOS,14940600353.43
2025,6,Estado de la Situación Financiera,ACTIVOS,AVANCES Y ANTICIPOS ENTREGADOS,826967533.09
